0,5
1,5
2,5
3,5
4,5
0,6
3,6
2,6
4,6
5,6
0,7
3,7
6,7
4,7
5,7
1,8
3,8
7,8
6,8
4,8
0,9
2,9
8,9
4,9
5,9
0,10
9,10
6,10
4,10
5,10
9,11
8,11
6,11
4,11
10,11
9,12
8,12
6,12
10,12
5,12
0,13
3,13
6,13
4,13
5,13
3,14
9,14
6,14
4,14
10,14
14,15
3,15
7,15
6,15
5,15
13,16
6,16
5,16
4,16
10,16
16,17
12,17
7,17
8,17
10,17
15,18
17,18
6,18
9,18
14,18
15,19
3,19
9,19
5,19
10,19
5,20
9,20
6,20
4,20
10,20
13,21
8,21
6,21
4,21
10,21
15,22
17,22
3,22
9,22
6,22
14,23
17,23
3,23
8,23
5,23
19,24
8,24
9,24
21,24
10,24
17,25
13,25
6,25
11,25
5,25
15,26
24,26
6,26
4,26
10,26
15,27
3,27
6,27
5,27
10,27
12,28
23,28
9,28
6,28
11,28
16,29
14,29
24,29
9,29
10,29
0,30
14,30
25,30
9,30
11,30
16,31
3,31
5,31
26,31
10,31
15,32
3,32
23,32
9,32
11,32
14,33
3,33
23,33
20,33
26,33
32,34
30,34
3,34
18,34
28,34
28,35
30,35
12,35
6,35
20,35
30,36
35,36
4,36
20,36
10,36
23,37
9,37
8,37
6,37
31,37
15,38
3,38
13,38
25,38
10,38
15,39
14,39
19,39
6,39
3,39
15,40
30,40
24,40
20,40
10,40
0,41
32,41
26,41
37,41
15,41
12,42
34,42
27,42
4,42
36,42
3,43
6,43
9,43
27,43
5,43
0,44
25,44
9,44
4,44
10,44
15,45
12,45
7,45
9,45
5,45
28,46
41,46
4,46
31,46
10,46
16,47
3,47
23,47
6,47
9,47
29,48
45,48
9,48
20,48
10,48
2,49
23,49
42,49
6,49
5,49
35,50
3,50
23,50
4,50
21,50
30,51
14,51
45,51
5,51
10,51
40,52
6,52
27,52
4,52
5,52
30,53
51,53
38,53
41,53
43,53
3,54
41,54
5,54
10,54
26,54
14,55
1,55
19,55
9,55
11,55
45,56
13,56
38,56
10,56
52,56
15,57
19,57
42,57
22,57
26,57
0,58
3,58
6,58
9,58
52,58
54,59
23,59
40,59
6,59
4,59
0,60
48,60
6,60
27,60
37,60
0,61
42,61
34,61
56,61
6,61
16,62
14,62
54,62
27,62
5,62
14,63
44,63
41,63
37,63
5,63
17,64
3,64
40,64
5,64
10,64
16,65
14,65
25,65
20,65
21,65
49,66
14,66
40,66
65,66
8,66
66,67
64,67
9,67
62,67
36,67
35,68
25,68
43,68
26,68
10,68
14,69
3,69
6,69
20,69
10,69
42,70
61,70
39,70
40,70
4,70
15,71
27,71
9,71
4,71
50,71
66,72
3,72
57,72
40,72
37,72
30,73
12,73
9,73
4,73
52,73
14,74
12,74
38,74
11,74
5,74
15,75
70,75
8,75
4,75
73,75
14,76
12,76
40,76
4,76
62,76
30,77
48,77
40,77
7,77
64,77
17,78
34,78
39,78
22,78
5,78
67,79
58,79
42,79
57,79
47,79
50,80
3,80
8,80
27,80
52,80
15,81
64,81
44,81
39,81
26,81
15,82
71,82
3,82
9,82
10,82
82,83
14,83
60,83
74,83
9,83
0,84
49,84
18,84
42,84
37,84
83,85
29,85
60,85
75,85
26,85
30,86
48,86
28,86
25,86
52,86
14,87
61,87
71,87
74,87
75,87
16,88
30,88
71,88
9,88
67,88
74,89
28,89
23,89
7,89
9,89
14,90
81,90
8,90
57,90
5,90
17,91
35,91
13,91
88,91
52,91
16,92
48,92
23,92
56,92
62,92
16,93
19,93
40,93
27,93
46,93
83,94
30,94
7,94
22,94
10,94
16,95
13,95
7,95
62,95
79,95
23,96
40,96
93,96
79,96
10,96
25,97
18,97
8,97
37,97
11,97
14,98
23,98
7,98
41,98
93,98
14,99
3,99
86,99
91,99
11,99
